"Time","Prey","Predator"
0,40,3
0.1,40.16,3.09
0.2,40.3134112,3.1831944
0.3,40.4598944624465,3.27968788077674
0.4,40.599101756019,3.37958682749496
0.5,40.7306763945737,3.48299914872278
0.6,40.854253336101,3.59003406844476
0.7,40.969459546827,3.70080188907778
0.8,41.0759144357245,3.8154137234724
0.9,41.1732303647973,3.93398119387992
1,41.2610132405525,4.05661609588752
1.1,41.3388631920695,4.18343002537289
1.2,41.4063753410052,4.31453396661165
1.3,41.4631406687292,4.45003783978857
1.4,41.5087469855518,4.59005000632301
1.5,41.5427800066804,4.73467673062327
1.6,41.5648245391011,4.88402159714007
1.7,41.5744657830315,5.03818488189898
1.8,41.5712907508996,5.19726287806108
1.9,41.5548898059832,5.36134717549321
2,41.5248583218645,5.53052389482751
2.1,41.4807984627264,5.70487287705764
2.2,41.4223210832162,5.88446683035576
2.3,41.3490477451473,6.06937043650274
2.4,41.2606128466749,6.25963942009965
2.5,41.1566658577966,6.45531958457117
2.6,41.0368736540796,6.65644581987294
2.7,40.9009229384297,6.86304108776956
2.8,40.7485227385057,7.07511539154601
2.9,40.5794069650709,7.29266473804051
3,40.393337014192,7.51567010092487
3.1,40.1901043937857,7.74409639518977
3.2,39.9695333526071,7.97789147379609
3.3,39.7314834874424,8.2169851584035
3.4,39.4758523020415,8.46128831695713
3.5,39.2025776892915,8.71069200167275
3.6,38.9116403063383,8.96506666157909
3.7,38.6030658108863,9.22426144422101
3.8,38.276926925819,9.48810360136689
3.9,37.9333452986489,9.75639801356734
4,37.572493122196,10.0289268481514
4.1,37.1945944833676,10.305449364695
4.2,36.7999264080239,10.5857018811368
4.3,36.3888195716979,10.8693979125285
4.4,35.9616586484309,11.1562284928952
4.5,35.5188822731844,11.4458626888317
4.6,35.0609825971969,11.737948311303
4.7,34.5885044202301,12.0321128296594
4.8,34.1020438888457,12.3279644891562
4.9,33.6022467555955,12.6250936303339
5,33.0898062001935,12.9230742055096
5.1,32.5654602202533,13.2214654844255
5.2,32.0299886058828,13.5198139378678
5.3,31.4842095191745,13.8176552848726
5.4,30.928975706261,14.1145166860766
5.5,30.365170375945,14.4099190629051
5.6,29.7937027848071,14.7033795197247
5.7,29.2155035739694,14.9944138438704
5.8,28.6315199072187,15.2825390566769
5.9,28.0427104638227,15.5672759873442
6,27.4500403420139,15.8481518406942
6.1,26.8544759306872,16.1247027296607
6.2,26.2569798073078,16.3964761437073
6.3,25.6585057193482,16.6630333252865
6.4,25.0599937047846,16.9239515279122
6.5,24.4623654043333,17.1788261313827
6.6,23.8665196142898,17.4272725921122
6.7,23.2733281241463,17.6689282093343
6.8,22.6836318777521,17.9034536910588
6.9,22.0982374907929,18.1305345070166
7,21.5179141509587,18.3498820193175
7.1,20.9433909205245,18.5612343850962
7.2,20.3753544543407,18.7643572289398
7.3,19.814447139589,18.9590440862979
7.4,19.2612656572547,19.1451166223
7.5,18.7163599592248,19.3224246333783
7.6,18.1802326493705,19.4908458417678
7.7,17.6533387519915,19.6502854952864
7.8,17.1360858466681,19.8006757867552
7.9,16.628834544927,19.9419751089915
8,16.1318992812033,20.0741671624881
8.1,15.6455493883768,20.1972599336825
8.2,15.1700104266559,20.311284562148
8.3,14.7054657337494,20.4162941151131
8.4,14.252058164047,20.5123622874819
8.5,13.809891984881,20.5995820450103
8.6,13.3790348987793,20.6780642275355
8.7,12.9595201618883,20.7479361281995
8.8,12.5513487703652,20.8093400634885
8.9,12.1544916884329,20.8624319476716
9,11.7688920939003,20.9073798839033
9.1,11.3944676191996,20.9443627828841
9.2,11.0311125683229,20.9735690185896
9.3,10.6787000923991,20.9951951292073
9.4,10.3370843089906,21.0094445700814
9.5,10.0061023524686,21.0165265241866
9.6,9.68557634500448,21.0166547744391
9.7,9.37531527978566,21.0100466410291
9.8,9.07511680997822,20.9969219859215
9.9,8.78476893873352,20.9775022857345
10,8.50405160713699,20.9520097733691
10.1,8.23273817843642,20.9206666480214
10.2,7.97059681815777,20.8836943525727
10.3,7.71739177082336,20.841312916805
10.4,7.47288453493698,20.7937403644342
10.5,7.2368349387006,20.7411921815827
10.6,7.00900211958765,20.6838808440169
10.7,6.7891454114295,20.6220154002537
10.8,6.57702514308567,20.5558011074803
10.9,6.3724033530762,20.4854391171256
11,6.17504442476854,20.4111262068736
11.1,5.98471564684222,20.3330545558918
11.2,5.80118770381316,20.2514115600817
11.3,5.62423510139688,20.1663796842081
11.4,5.45363653143481,20.078136347854
11.5,5.28917518100958,19.9868538422452
11.6,5.13063899024194,19.8926992751117
11.7,4.97782086310027,19.7958345408826
11.8,4.8305188353711,19.6964163136539
11.9,4.68853620373998,19.5945960605097
12,4.55168161972266,19.490520072932
12.1,4.41976915197028,19.3843295141775
12.2,4.29261832025321,19.2761604806541
12.3,4.17005410420895,19.1661440754709
12.4,4.05190692972348,19.05440649248
12.5,3.93801263560342,18.9410691092639
12.6,3.82821242299122,18.8262485876553
12.7,3.72235278977796,18.7100569805004
12.8,3.6202854520792,18.5926018434936
12.9,3.52186725465939,18.473986351029
13,3.42696007202056,18.3543094151114
13.1,3.33543070171057,18.2336658064754
13.2,3.24715075125638,18.1121462771463
13.3,3.16199651998754,17.9898376837655
13.4,3.079848876885,17.8668231110791
13.5,3.00059313546953,17.7431819950605
13.6,2.9241189266327,17.6189902452056
13.7,2.8503200702107,17.4943203655977
13.8,2.77909444600729,17.3692415743945
13.9,2.71034386488584,17.2438199214413
14,2.64397394047215,17.1181184037582
14.1,2.57989396193797,16.9921970786901
14.2,2.5180167682706,16.8661131745465
14.3,2.45825862437519,16.7399211985901
14.4,2.40053909930335,16.613673042262
14.5,2.3447809468544,16.4874180835604
14.6,2.29090998875264,16.3612032865099
14.7,2.23885500056601,16.2350732976819
14.8,2.18854760049753,16.1090705397422
14.9,2.1399221411505,15.9832353020207
15,2.09291560434198,15.8576058281106
15.1,2.04746749901509,15.7322184005146
15.2,2.00351976228032,15.6071074223719
15.3,1.96101666359761,15.482305496301
15.4,1.91990471209528,15.3578435004071
15.5,1.88013256700813,15.2337506615071
15.6,1.84165095120545,15.1100546256284
15.7,1.80441256776939,14.9867815258462
15.8,1.76837201957578,14.8639560475234
15.9,1.73348573182225,14.7416014910228
16,1.69971187744268,14.6197398319614
16.1,1.66701030534209,14.4983917790793
16.2,1.63534247138229,14.3775768297951
16.3,1.60467137204546,14.2573133235225
16.4,1.57496148070084,14.1376184928198
16.5,1.54617868639777,14.0185085124467
16.6,1.51829023510769,13.8999985463992
16.7,1.49126467333675,13.7821027929963
16.8,1.46507179403113,13.6648345280858
16.9,1.43968258469704,13.5482061464421
17,1.41506917765818,13.4322292014206
17.1,1.39120480237442,13.3169144429366
17.2,1.36806373974652,13.202271853833
17.3,1.34562127833297,13.0883106847002
17.4,1.32385367240677,12.975039487208
17.5,1.30273810178131,12.8624661460107
17.6,1.28225263333657,12.7505979092818
17.7,1.26237618417835,12.6394414179348
17.8,1.24308848636549,12.5290027335828
17.9,1.22437005314163,12.4192873652907
18,1.2062021466102,12.3103002951692
18.1,1.18856674679341,12.202046002859
18.2,1.17144652201766,12.0945284889522
18.3,1.15482480057018,11.9877512973965
18.4,1.13868554357328,11.8817175369239
18.5,1.12301331902478,11.7764299015468
18.6,1.10779327695503,11.6718906901613
18.7,1.09301112565275,11.5681018252956
18.8,1.07865310891382,11.4650648710404
18.9,1.06470598426886,11.362781050197
19,1.05115700214739,11.2612512606771
19.1,1.03799388593766,11.1604760911859
19.2,1.02520481290343,11.0604558362209
19.3,1.01277839592006,10.9611905104149
19.4,1.00070366599424,10.8626798622532
19.5,0.988970055532822,10.7649233871914
19.6,0.977567382328076,10.6679203401995
19.7,0.96648583422765,10.5716697477594
19.8,0.955715954459241,10.4761704193371
19.9,0.945248627581045,10.3814209583551
20,0.935075066030403,10.2874197726848
20.1,0.925186797244255,10.1941650846812
20.2,0.915575651326147,10.1016549407797
20.3,0.906233749235656,10.0098872206737
20.4,0.897153491477178,9.91885964609242
20.5,0.888327547266022,9.82856978919446
20.6,0.879748844150746,9.73901508059648
20.7,0.87141055807161,9.65019281705084
20.8,0.863306103835917,9.56210016878854
20.9,0.855429125991865,9.47473418654186
21,0.847773490083386,9.38809180826064
21.1,0.840333274269195,9.30216986553554
21.2,0.83310276129006,9.2169650897411
21.3,0.826076430769005,9.13247411791067
21.4,0.819248951829867,9.04869349835498
21.5,0.812615176020252,8.96561969603538
21.6,0.806170130525606,8.88324909770246
21.7,0.799909011661689,8.80157801681002
21.8,0.793827178633327,8.72060269821441
21.9,0.787920147547848,8.64031932266817
22,0.782183585672172,8.56072401111706
22.1,0.776613305922963,8.48181282880886
22.2,0.771205261579791,8.40358178922197
22.3,0.765955541211661,8.32602685782171
22.4,0.760860363807726,8.24914395565152
22.5,0.755916074103405,8.17292896276621
22.6,0.751119138093518,8.09737772151401
22.7,0.746466138724451,8.02248603967387
22.8,0.741953771757683,7.94824969345413
22.9,0.7375788417974,7.87466443035852
23,0.7333382584752,7.80172597192502
23.1,0.729229032785247,7.72943001634313
23.2,0.725248273563501,7.65777224095449
23.3,0.721393184104947,7.58674830464204
23.4,0.717661058913019,7.51635385011211
23.5,0.714049280575677,7.44658450607423
23.6,0.710555316762817,7.37743588932279
23.7,0.707176717339975,7.3089036067248
23.8,0.703911111593459,7.24098325711751
23.9,0.700756205562299,7.17367043311988
24,0.697709779472587,7.10696072286135
24.1,0.694769685269977,7.04084971163141
24.2,0.69193384424631,6.97533298345328
24.3,0.689200244756495,6.91040612258488
24.4,0.686566940021955,6.84606471495009
24.5,0.684032046017104,6.78230434950312
24.6,0.681593739435472,6.71912061952899
24.7,0.679250255732261,6.65650912388248
24.8,0.676999887240222,6.59446546816834
24.9,0.674840981355905,6.53298526586502
25,0.672771938793464,6.47206413939436
25.1,0.670791211903286,6.41169772113948
25.2,0.668897303052878,6.3518816544128
25.3,0.667088763067511,6.29261159437662
25.4,0.665364189728272,6.23388320891781
25.5,0.66372222632523,6.1756921794788
25.6,0.662161560263557,6.11803420184647
25.7,0.660680921720511,6.06090498690085
25.8,0.659279082351304,6.00430026132505
25.9,0.657954854041921,5.94821576827824
26,0.656707087707086,5.89264726803309
26.1,0.655534672131606,5.83759053857903
26.2,0.65443653285343,5.78304137619299
26.3,0.653411631086797,5.72899559597864
26.4,0.65245896268395,5.67544903237571
26.5,0.651577557133931,5.62239753964039
26.6,0.650766476597041,5.5698369922981
26.7,0.650024814973616,5.51776328556981
26.8,0.649351697005811,5.46617233577289
26.9,0.648746277411148,5.41506008069752
27,0.648207740046639,5.36442247995985
27.1,0.647735297102325,5.31425551533264
27.2,0.647328188323145,5.26455519105442
27.3,0.646985680258072,5.21531753411803
27.4,0.646707065535506,5.16653859453942
27.5,0.64649166216396,5.11821444560748
27.6,0.646338812857095,5.07034118411565
27.7,0.646247884382222,5.02291493057622
27.8,0.646218266931411,4.97593182941777
27.9,0.646249373514375,4.92938804916677
28,0.646340639372352,4.88327978261369
28.1,0.646491521412218,4.83760324696448
28.2,0.646701497660103,4.79235468397795
28.3,0.64697006673381,4.74753036008962
28.4,0.647296747333372,4.70312656652261
28.5,0.647681077749091,4.65913961938619
28.6,0.648122615386447,4.6155658597624
28.7,0.648620936307276,4.57240165378129
28.8,0.649175634786652,4.52964339268533
28.9,0.649786322884911,4.48728749288328
29,0.650452630034304,4.44533039599417
29.1,0.651174202639755,4.40376856888168
29.2,0.65195070369325,4.36259850367931
29.3,0.652781812401373,4.32181671780693
29.4,0.653667223825553,4.28141975397877
29.5,0.654606648534579,4.2414041802036
29.6,0.655599812268957,4.20176658977705
29.7,0.656646455616735,4.16250360126673
29.8,0.657746333700375,4.12361185849033
29.9,0.658899215874328,4.08508803048695
30,0.66010488543294,4.04692881148215
30.1,0.661363139328352,4.00913092084679
30.2,0.662673787898057,3.97169110305011
30.3,0.664036654601799,3.93460612760723
30.4,0.665451575767513,3.89787278902131
30.5,0.666918400345997,3.86148790672069
30.6,0.668436989674045,3.82544832499119
30.7,0.670007217245764,3.78975091290379
30.8,0.671628968491804,3.75439256423796
30.9,0.673302140566257,3.71937019740081
31,0.675026642140983,3.68468075534227
31.1,0.676802393207112,3.65032120546649
31.2,0.678629324883514,3.61628853953966
31.3,0.680507379232006,3.58257977359443
31.4,0.682436509079089,3.54919194783111
31.5,0.684416677844021,3.51612212651572
31.6,0.686447859373014,3.48336739787529
31.7,0.688530037779382,3.45092487399022
31.8,0.690663207289451,3.41879169068418
31.9,0.692847372094061,3.38696500741148
32,0.695082546205482,3.35544200714212
32.1,0.697368753319598,3.32421989624467
32.2,0.699706026683186,3.29329590436703
32.3,0.702094408966144,3.2626672843153
32.4,0.704533952138537,3.23233131193078
32.5,0.707024717352291,3.20228528596529
32.6,0.709566774827431,3.17252652795482
32.7,0.712160203742715,3.14305238209177
32.8,0.714805092130533,3.11386021509566
32.9,0.717501536775973,3.08494741608264
33,0.720249643119907,3.05631139643372
33.1,0.723049525166017,3.02794958966193
33.2,0.725901305391614,2.99985945127834
33.3,0.728805114662181,2.97203845865723
33.4,0.731761092149519,2.9444841109003
33.5,0.734769385253396,2.91719392870011
33.6,0.737830149526618,2.89016545420276
33.7,0.740943548603422,2.86339625086997
33.8,0.744109754131101,2.83688390334044
33.9,0.747328945704786,2.81062601729085
34,0.750601310805289,2.78462021929622
34.1,0.753927044739945,2.75886415668995
34.2,0.75730635058636,2.73335549742355
34.3,0.760739439139005,2.70809192992592
34.4,0.764226528858578,2.68307116296257
34.5,0.767767845824061,2.65829092549449
34.6,0.77136362368742,2.63374896653699
34.7,0.775014103630873,2.60944305501833
34.8,0.77871953432666,2.58537097963841
34.9,0.782480171899275,2.56153054872735
35,0.786296279890081,2.53791959010417
35.1,0.790168129224264,2.51453595093549
35.2,0.794095998180071,2.49137749759435
35.3,0.79808017236028,2.4684421155192
35.4,0.802120944665853,2.44572770907303
35.5,0.806218615271717,2.42323220140269
35.6,0.810373491604641,2.40095353429856
35.7,0.814585888323147,2.37888966805435
35.8,0.818856127299429,2.35703858132728
35.9,0.823184537603222,2.33539827099861
36,0.827571455487591,2.31396675203445
36.1,0.832017224376605,2.29274205734704
36.2,0.83652219485484,2.27172223765633
36.3,0.841086724658699,2.25090536135212
36.4,0.845711178669493,2.23028951435649
36.5,0.850395928908267,2.20987279998689
36.6,0.855141354532322,2.18965333881953
36.7,0.859947841833416,2.16962926855345
36.8,0.864815784237608,2.14979874387499
36.9,0.86974558230671,2.13015993632287
37,0.87473764374133,2.11071103415387
37.1,0.879792383385474,2.09145024220897
37.2,0.884910223232678,2.0723757817802
37.3,0.890091592433651,2.05348589047808
37.4,0.895336927305396,2.03477882209959
37.5,0.900646671341801,2.01625284649692
37.6,0.906021275225657,1.99790624944673
37.7,0.911461196842103,1.97973733252017
37.8,0.916966901293461,1.9617444129535
37.9,0.922538860915444,1.94392582351944
38,0.928177555294731,1.92627991239918
38.1,0.93388347128787,1.90880504305509
38.2,0.939657103041509,1.89149959410416
38.3,0.945498952013923,1.87436195919212
38.4,0.951409526997841,1.85739054686831
38.5,0.957389344144527,1.84058378046127
38.6,0.963438926989134,1.82394009795508
38.7,0.969558806477293,1.80745795186639
38.8,0.975749520992927,1.7911358091223
38.9,0.982011616387288,1.77497215093886
39,0.988345646009189,1.75896547270046
39.1,0.994752170736433,1.74311428383988
39.2,1.00123175900841,1.72741710771917
39.3,1.00778498685989,1.71187248151128
39.4,1.01441243795592,1.69647895608245
39.5,1.02111470362792,1.68123509587541
39.6,1.02789238291089,1.66613947879331
39.7,1.03474608258176,1.6511906960845
39.8,1.04167641719884,1.63638735222802
39.9,1.04868400914239,1.62172806481996
40,1.05576948865631,1.60721146446051
40.1,1.06293349389088,1.5928361946419
40.2,1.07017667094666,1.57860091163705
40.3,1.07749967391938,1.56450428438905
40.4,1.08490316494603,1.55054499440143
40.5,1.09238781425185,1.53672173562924
40.6,1.09995430019858,1.52303321437084
40.7,1.10760330933358,1.50947814916063
40.8,1.11533553644016,1.4960552706624
40.9,1.12315168458887,1.48276332156362
41,1.13105246518983,1.46960105647045
41.1,1.1390385980462,1.45656724180351
41.2,1.14711081140853,1.44366065569454
41.3,1.15526984203031,1.43088008788374
41.4,1.16351643522443,1.418224339618
41.5,1.17185134492071,1.4056922235498
41.6,1.1802753337245,1.39328256363701
41.7,1.1887891729762,1.38099419504341
41.8,1.19739364281194,1.36882596403999
41.9,1.20608953222515,1.35677672790705
42,1.21487763912921,1.34484535483707
42.1,1.22375877042114,1.33303072383838
42.2,1.23273374204628,1.32133172463953
42.3,1.24180337906394,1.30974725759454
42.4,1.25096851571418,1.29827623358879
42.5,1.26022999548548,1.28691757394582
42.6,1.26958867118353,1.27567021033477
42.7,1.27904540500095,1.26453308467863
42.8,1.2886010685881,1.25350514906327
42.9,1.29825654312485,1.2425853656472
43,1.30801271939342,1.23177270657207
43.1,1.31787049785216,1.22106615387395
43.2,1.32783078871045,1.21046469939533
43.3,1.33789451200454,1.19996734469788
43.4,1.34806259767447,1.18957310097596
43.5,1.35833598564197,1.17928098897082
43.6,1.36871562588938,1.16909003888562
43.7,1.37920247853969,1.15899929030106
43.8,1.38979751393747,1.14900779209185
43.9,1.40050171273095,1.13911460234388
44,1.4113160659551,1.12931878827202
44.1,1.42224157511571,1.11961942613877
44.2,1.43327925227454,1.11001560117355
44.3,1.44443012013556,1.10050640749267
44.4,1.45569521213215,1.09109094802013
44.5,1.4670755725154,1.08176833440896
44.6,1.47857225644349,1.07253768696341
44.7,1.49018633007206,1.06339813456171
44.8,1.50191887064568,1.05434881457964
44.9,1.51377096659042,1.0453888728147
45,1.5257437176074,1.03651746341102
45.1,1.53783823476749,1.0277337487849
45.2,1.55005564060708,1.01903689955109
45.3,1.56239706922488,1.01042609444972
45.4,1.57486366637986,1.00190052027386
45.5,1.58745658959024,0.993459371797823
45.6,1.60017700823364,0.985101851706096
45.7,1.61302610364824,0.976827170522903
45.8,1.62600506923511,0.96863454654248
45.9,1.63911511056164,0.96052320575997
46,1.65235744546604,0.952492381802976
46.1,1.66573330416306,0.944541315863768
46.2,1.6792439293507,0.936669256632123
46.3,1.69289057631819,0.928875460228811
46.4,1.70667451305498,0.921159190139717
46.5,1.72059702036098,0.913519717150598
46.6,1.73465939195785,0.905956319282462
46.7,1.74886293460153,0.898468281727585
46.8,1.76320896819589,0.891054896786137
46.9,1.77769882590751,0.883715463803444
47,1.79233385428171,0.876449289107849
47.1,1.80711541335967,0.8692556859492
47.2,1.82204487679681,0.862133974437937
47.3,1.8371236319823,0.855083481484795
47.4,1.85235308015982,0.8481035407411
47.5,1.86773463654944,0.841193492539675
47.6,1.88326973047082,0.834352683836335
47.7,1.89895980546752,0.827580468151978
47.8,1.91480631943257,0.820876205515269
47.9,1.93081074473531,0.814239262405908
48,1.94697456834939,0.807669011698488
48.1,1.96329929198204,0.801164832606924
48.2,1.97978643220463,0.794726110629473
48.3,1.99643752058439,0.788352237494321
48.4,2.01325410381749,0.782042611105748
48.5,2.03023774386333,0.775796635490859
48.6,2.04739001808009,0.769613720746886
48.7,2.06471251936162,0.763493282989052
48.8,2.08220685627557,0.757434744298998
48.9,2.0998746532028,0.751437532673768
49,2.11771755047817,0.745501081975358
49.1,2.13573720453256,0.739624831880804
49.2,2.15393528803619,0.73380822783284
49.3,2.1723134900434,0.728050720991092
49.4,2.19087351613854,0.722351768183826
49.5,2.20961708858343,0.716710831860237
49.6,2.22854594646596,0.711127380043286
49.7,2.24766184585018,0.70560088628307
49.8,2.26696655992769,0.700130829610735
49.9,2.28646187917037,0.69471669449293
50,2.30614961148451,0.689357970786782
50.1,2.32603158236634,0.684054153695418
50.2,2.34610963505892,0.678804743724008
50.3,2.36638563071036,0.673609246636343
50.4,2.38686144853356,0.668467173411933
50.5,2.40753898596724,0.663378040203641
50.6,2.42842015883846,0.658341368295829
50.7,2.44950690152651,0.653356684063038
50.8,2.47080116712823,0.648423518929178
50.9,2.49230492762479,0.64354140932725
51,2.51402017404984,0.638709896659575
51.1,2.53594891665921,0.633928527258546
51.2,2.55809318510192,0.629196852347902
51.3,2.58045502859278,0.624514428004501
51.4,2.60303651608636,0.619880815120629
51.5,2.62583973645246,0.615295579366803
51.6,2.64886679865306,0.6107582911551
51.7,2.6721198319207,0.606268525602992
51.8,2.69560098593844,0.601825862497695
51.9,2.71931243102121,0.59742988626103
52,2.74325635829867,0.593080185914793
52.1,2.76743497989967,0.588776355046637
52.2,2.79185052913808,0.584517991776464
52.3,2.8165052607002,0.580304698723332
52.4,2.84140145083368,0.576136082972862
52.5,2.86654139753794,0.57201175604517
52.6,2.89192742075615,0.5679313338633
52.7,2.9175618625687,0.563894436722173
52.8,2.9434470873882,0.559900689258046
52.9,2.96958548215604,0.555949720418489
53,2.99597945654047,0.552041163432868
53.1,3.02263144313625,0.548174655783348
53.2,3.04954389766581,0.544349839176416
53.3,3.07671929918196,0.540566359514908
53.4,3.10416015027216,0.536823866870567
53.5,3.13186897726438,0.533122015457116
53.6,3.15984833043441,0.529460463603851
53.7,3.18810078421485,0.525838873729762
53.8,3.21662893740558,0.522256912318173
53.9,3.24543541338579,0.518714249891914
54,3.2745228603276,0.515210560989022
54.1,3.30389395141119,0.511745524138973
54.2,3.33355138504157,0.508318821839448
54.3,3.36349788506682,0.504930140533639
54.4,3.39373620099791,0.501579170588094
54.5,3.4242691082301,0.498265606271104
54.6,3.45509940826591,0.494989145731641
54.7,3.48622992893954,0.49174949097884
54.8,3.51766352464295,0.488546347862043
54.9,3.54940307655343,0.485379426051394
55,3.58145149286272,0.482248439019003
55.1,3.61381170900764,0.479153104020668
55.2,3.64648668790228,0.476093142078178
55.3,3.67947942017173,0.473068277962186
55.4,3.71279292438725,0.470078240175662
55.5,3.74643024730305,0.467122760937938
55.6,3.78039446409452,0.464201576169341
55.7,3.81468867859792,0.461314425476422
55.8,3.84931602355162,0.458461052137796
55.9,3.8842796608388,0.455641203090587
56,3.91958278173158,0.452854628917486
56.1,3.95522860713663,0.450101083834443
56.2,3.99122038784222,0.447380325678984
56.3,4.02756140476671,0.444692115899164
56.4,4.06425496920837,0.442036219543172
56.5,4.10130442309676,0.439412405249588
56.6,4.1387131392453,0.436820445238306
56.7,4.17648452160536,0.434260115302122
56.8,4.21462200552159,0.431731194799011
56.9,4.25312905798867,0.42923346664509
57,4.29200917790926,0.426766717308289
57.1,4.33126589635332,0.424330736802719
57.2,4.37090277681868,0.42192531868378
57.3,4.41092341549278,0.419550260043988
57.4,4.4513314415157,0.417205361509552
57.5,4.49213051724434,0.414890427237713
57.6,4.53332433851777,0.412605264914843
57.7,4.57491663492367,0.410349685755333
57.8,4.61691117006591,0.408123504501278
57.9,4.65931174183317,0.405926539422963
58,4.7021221826686,0.403758612320189
58.1,4.74534635984041,0.401619548524421
58.2,4.78898817571355,0.399509176901808
58.3,4.83305156802215,0.397427329857062
58.4,4.87754051014289,0.395373843338232
58.5,4.92245901136925,0.393348556842382
58.6,4.96781111718647,0.391351313422196
58.7,5.01360090954724,0.389381959693519
58.8,5.05983250714815,0.387440345843864
58.9,5.10651006570667,0.385526325641907
59,5.15363777823877,0.383639756447973
59.1,5.20121987533703,0.381780499225558
59.2,5.24926062544922,0.379948418553891
59.3,5.29776433515728,0.378143382641569
59.4,5.34673534945658,0.376365263341287
59.5,5.39617805203552,0.374613936165689
59.6,5.44609686555523,0.372889280304356
59.7,5.49649625192945,0.371191178641977
59.8,5.54738071260444,0.369519517777712
59.9,5.59875478883878,0.367874188045786
60,5.65062306198314,0.366255083537339
60.1,5.70299015375976,0.364662102123571
60.2,5.75586072654164,0.363095145480195
60.3,5.80923948363132,0.361554119113261
60.4,5.86313116953919,0.36003893238635
60.5,5.91754057026114,0.358549498549209
60.6,5.97247251355553,0.357085734767828
60.7,6.02793186921932,0.355647562156034
60.8,6.08392354936325,0.354234905808604
60.9,6.14045250868597,0.352847694835973
61,6.19752374474695,0.351485862400553
61.1,6.25514229823808,0.350149345754718
61.2,6.3133132532538,0.348838086280502
61.3,6.37204173755963,0.347552029531051
61.4,6.43133292285893,0.346291125273886
61.5,6.49119202505779,0.345055327536015
61.6,6.55162430452776,0.34384459465096
61.7,6.61263506636644,0.342658889307746
61.8,6.67422966065563,0.341498178601907
61.9,6.73641348271682,0.340362434088573
62,6.79919197336397,0.339251631837692
62.1,6.86257061915333,0.338165752491456
62.2,6.92655495262996,0.337104781323994
62.3,6.99115055257099,0.336068708303389
62.4,7.05636304422519,0.335057528156112
62.5,7.1221980995487,0.334071240433921
62.6,7.18866143743672,0.333109849583314
62.7,7.25575882395083,0.332173365017611
62.8,7.32349607254172,0.331261801191743
62.9,7.39187904426712,0.330375177679836
63,7.46091364800451,0.329513519255675
63.1,7.53060584065852,0.328676855976135
63.2,7.6009616273625,0.327865223267677
63.3,7.67198706167412,0.327078662016004
63.4,7.74368824576459,0.326317218658981
63.5,7.81607133060119,0.325580945282911
63.6,7.88914251612277,0.324869899722298
63.7,7.96290805140779,0.324184145663183
63.8,8.03737423483458,0.323523752750191
63.9,8.11254741423351,0.3228887966974
64,8.18843398703038,0.322279359403159
64.1,8.26504040038097,0.321695529068982
64.2,8.34237315129602,0.32113740032267
64.3,8.42043878675633,0.320605074345772
64.4,8.49924390381739,0.320098659005566
64.5,8.57879514970321,0.319618268991684
64.6,8.65909922188868,0.319164025957549
64.7,8.74016286816992,0.318736058666798
64.8,8.82199288672221,0.318334503144836
64.9,8.90459612614474,0.31795950283573
65,8.98797948549175,0.317611208764594
65.1,9.07214991428919,0.317289779705687
65.2,9.15711441253656,0.316995382356392
65.3,9.24288003069296,0.316728191517311
65.4,9.32945386964682,0.316488390278671
65.5,9.41684308066852,0.316276170213268
65.6,9.5050548653451,0.316091731576188
65.7,9.59409647549632,0.31593528351154
65.8,9.68397521307124,0.315807044266448
65.9,9.77469843002437,0.315707241412573
66,9.86627352817065,0.31563611207543
66.1,9.95870795901815,0.31559390317178
66.2,10.0520092235777,0.315580871655397
66.3,10.1461848721481,0.315597284771507
66.4,10.2412425040767,0.315643420320232
66.5,10.3371897674928,0.315719566929345
66.6,10.4340343590145,0.315826024336711
66.7,10.5317840234258,0.315963103682744
66.8,10.6304465533253,0.316131127813275
66.9,10.7300297887425,0.316330431593204
67,10.8305416167217,0.316561362231352
67.1,10.9319899708732,0.316824279616932
67.2,11.0343828308873,0.317119556668064
67.3,11.1377282220133,0.31744757969282
67.4,11.2420342144987,0.317808748763246
67.5,11.3473089229892,0.318203478102877
67.6,11.4535605058863,0.318632196488251
